Accession,Species,Genus,Family,Order,Class,Phylum,Kingdom,Complete_BUSCOs,Single_Copy_BUSCOs,Fragmented_BUSCOs,Missing_BUSCOs,Selection_Reason,primary_lifestyle,Growth_form_template
GCA_000827255.1,Suillus luteus,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,726,718,13,19,unique,ectomycorrhizal,filamentous_mycelium
GCA_016628085.1,Suillus occidentalis,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,711,608,15,32,unique,ectomycorrhizal,filamentous_mycelium
GCF_016628075.1,Suillus paluster,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,717,653,11,30,GCF_preferred_from_2,ectomycorrhizal,filamentous_mycelium
GCA_016628565.1,Suillus placidus,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,725,650,8,25,unique,ectomycorrhizal,filamentous_mycelium
GCF_016647745.1,Suillus plorans,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,723,703,9,26,GCF_preferred_from_2,ectomycorrhizal,filamentous_mycelium
GCA_016800925.1,Suillus spraguei,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,718,593,11,29,unique,ectomycorrhizal,filamentous_mycelium
GCF_016647625.1,Suillus subalutaceus,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,715,687,14,29,GCF_preferred_from_2,ectomycorrhizal,filamentous_mycelium
GCF_016647635.1,Suillus subaureus,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,719,626,12,27,GCF_preferred_from_2,ectomycorrhizal,filamentous_mycelium
GCA_016647755.1,Suillus subluteus,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,722,417,12,24,unique,ectomycorrhizal,filamentous_mycelium
GCA_016647685.1,Suillus tomentosus,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,716,702,9,33,unique,ectomycorrhizal,filamentous_mycelium
GCA_016647645.1,Suillus variegatus,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,711,564,11,36,unique,ectomycorrhizal,filamentous_mycelium
GCA_016767475.1,Suillus weaverae,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,727,717,11,20,unique,ectomycorrhizal,filamentous_mycelium
GCA_900106115.1,Sungouiella intermedia,Sungouiella,Metschnikowiaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,734,733,0,24,GCA_only_from_2,,
GCA_002105135.1,Syncephalastrum racemosum,Syncephalastrum,Syncephalastraceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,713,671,14,31,unique,soil_saprotroph,filamentous_mycelium
GCA_025786725.1,Syncephalis fuscata,Syncephalis,Piptocephalidaceae,Zoopagales,Zoopagomycetes,Zoopagomycota,Fungi,579,515,64,115,unique,mycoparasite,filamentous_mycelium
GCA_025201365.1,Syncephalis plumigaleata,Syncephalis,Piptocephalidaceae,Zoopagales,Zoopagomycetes,Zoopagomycota,Fungi,565,332,68,125,unique,mycoparasite,filamentous_mycelium
GCA_006535955.1,Synchytrium endobioticum,Synchytrium,Synchytriaceae,Synchytriales,Chytridiomycetes,Chytridiomycota,Fungi,571,570,59,128,GCA_only_from_2,plant_pathogen,zoosporic
GCF_006535985.1,Synchytrium microbalum,Synchytrium,Synchytriaceae,Synchytriales,Chytridiomycetes,Chytridiomycota,Fungi,600,595,59,99,GCF_preferred_from_2,plant_pathogen,zoosporic
GCA_022598595.1,Taiwanofungus camphoratus,Taiwanofungus,Taiwanofungaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,747,744,1,10,GCA_only_from_4,wood_saprotroph,filamentous_mycelium
GCF_001896365.1,Talaromyces amestolkiae,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,751,747,0,7,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_001907595.1,Talaromyces atroroseus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,745,741,3,10,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_000985935.1,Talaromyces islandicus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,751,749,3,4,unique,unspecified_saprotroph,filamentous_mycelium
GCF_000001985.1,Talaromyces marneffei,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,749,746,0,9,GCF_preferred_from_6,unspecified_saprotroph,filamentous_mycelium
GCA_011392495.1,Talaromyces pinophilus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,747,744,2,9,GCA_only_from_3,unspecified_saprotroph,filamentous_mycelium
GCF_021365285.1,Talaromyces proteolyticus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,744,741,6,8,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_013368755.1,Talaromyces rugulosus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,743,738,4,11,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_000003125.1,Talaromyces stipitatus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,750,745,1,7,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_001305275.1,Talaromyces verruculosus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,746,741,3,9,unique,unspecified_saprotroph,filamentous_mycelium
GCA_030247885.1,Taxawa tesnikishii (nom. ined.),Unknown,Unknown,Dothideales,Dothideomycetes,Ascomycota,Fungi,712,710,23,23,unique,,
GCA_023646055.1,Teloschistes chrysophthalmus,Teloschistes,Teloschistaceae,Teloschistales,Lecanoromycetes,Ascomycota,Fungi,745,739,2,11,unique,lichenized,thallus_photosynthetic
GCA_023646325.1,Teloschistes flavicans,Teloschistes,Teloschistaceae,Teloschistales,Lecanoromycetes,Ascomycota,Fungi,713,712,15,30,unique,lichenized,thallus_photosynthetic
GCA_023645835.1,Teloschistes peruensis,Teloschistes,Teloschistaceae,Teloschistales,Lecanoromycetes,Ascomycota,Fungi,746,741,1,11,unique,lichenized,thallus_photosynthetic
GCA_018858115.1,Tephrocybe rancida,Tephrocybe,Lyophyllaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,732,722,11,15,unique,soil_saprotroph,filamentous_mycelium
GCA_018855915.1,Tephrocybe sp. NHM501043,Tephrocybe,Lyophyllaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,716,711,17,25,unique,soil_saprotroph,filamentous_mycelium
GCA_004009835.2,Teratosphaeria destructans,Teratosphaeria,Teratosphaeriaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,738,737,10,10,unique,plant_pathogen,filamentous_mycelium
GCA_010093825.1,Teratosphaeria nubilosa,Teratosphaeria,Teratosphaeriaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,756,755,0,2,unique,plant_pathogen,filamentous_mycelium
GCA_033119285.1,Teratosphaeriaceae sp. CCFEE 6253,Unknown,Teratosphaeriaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,681,218,50,27,unique,,
GCA_003788615.2,Terfezia boudieri,Terfezia,Pezizaceae,Pezizales,Pezizomycetes,Ascomycota,Fungi,746,717,3,9,unique,ectomycorrhizal,filamentous_mycelium
GCA_015179025.1,Terfezia claveryi,Terfezia,Pezizaceae,Pezizales,Pezizomycetes,Ascomycota,Fungi,740,706,5,13,unique,ectomycorrhizal,filamentous_mycelium
GCA_020091625.1,Termitomyces sp. 'cryptogamus',Termitomyces,Lyophyllaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,725,721,11,22,unique,litter_saprotroph,filamentous_mycelium
GCA_001263195.1,Termitomyces sp. J132,Termitomyces,Lyophyllaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,722,718,13,23,unique,litter_saprotroph,filamentous_mycelium
GCA_018857285.1,Termitomyces sp. Mi166#008,Termitomyces,Lyophyllaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,723,718,14,21,unique,litter_saprotroph,filamentous_mycelium
GCA_017607575.1,Termitomyces sp. Mn162,Termitomyces,Lyophyllaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,719,714,17,22,unique,litter_saprotroph,filamentous_mycelium
GCA_018296085.1,Termitomyces sp. T112,Termitomyces,Lyophyllaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,661,655,53,44,unique,litter_saprotroph,filamentous_mycelium
GCA_018857305.1,Termitomyces sp. T159_Od127,Termitomyces,Lyophyllaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,677,670,39,42,unique,litter_saprotroph,filamentous_mycelium
GCA_003144125.1,Testicularia cyperi,Testicularia,Anthracoideaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,727,713,6,25,unique,plant_pathogen,yeast-like
GCF_000236905.1,Tetrapisispora phaffii,Tetrapisispora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,727,701,1,30,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCA_013368315.1,Tetrapyrgos nigripes,Tetrapyrgos,Marasmiaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,737,712,5,16,unique,litter_saprotroph,filamentous_mycelium
GCA_025201345.1,Thamnidium elegans,Thamnidium,Mucoraceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,742,655,3,13,GCA_only_from_2,soil_saprotroph,filamentous_mycelium
GCA_003614735.1,Thamnocephalis sphaerospora,Thamnocephalis,Sigmoideomycetaceae,Zoopagales,Zoopagomycetes,Zoopagomycota,Fungi,495,487,76,187,unique,mycoparasite,filamentous_mycelium
GCA_014904855.1,Thelephora ganbajun,Thelephora,Thelephoraceae,Thelephorales,Agaricomycetes,Basidiomycota,Fungi,737,730,7,14,unique,ectomycorrhizal,filamentous_mycelium
GCA_015956445.1,Thelephora terrestris,Thelephora,Thelephoraceae,Thelephorales,Agaricomycetes,Basidiomycota,Fungi,744,726,4,10,unique,ectomycorrhizal,filamentous_mycelium
GCA_026025805.1,Thelocarpon impressellum,Thelocarpon,Thelocarpaceae,Thelocarpales,Unknown,Ascomycota,Fungi,749,747,2,7,unique,lichenized,thallus_photosynthetic
GCA_026025795.1,Thelocarpon superellum,Thelocarpon,Thelocarpaceae,Thelocarpales,Unknown,Ascomycota,Fungi,730,729,6,22,unique,lichenized,thallus_photosynthetic
GCA_020736575.1,Thelonectria olida,Thelonectria,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,747,741,2,9,unique,litter_saprotroph,filamentous_mycelium
GCA_022813995.1,Thelotrema lepadinum,Thelotrema,Graphidaceae,Ostropales,Lecanoromycetes,Ascomycota,Fungi,743,724,3,12,unique,lichenized,thallus_photosynthetic
GCA_042370945.1,Thermoascus aurantiacus,Thermoascus,Thermoascaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,750,749,1,7,unique,soil_saprotroph,filamentous_mycelium
GCF_041956765.1,Thermoascus crustaceus,Thermoascus,Thermoascaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,747,745,1,10,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCA_041956725.1,Thermocarpiscus australiensis,Thermocarpiscus,Chaetomiaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,743,738,3,12,unique,,
GCF_000221225.1,Thermochaetoides thermophila,Thermochaetoides,Chaetomiaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,745,744,4,9,GCF_preferred_from_2,,
GCF_041956635.1,Thermomyces lanuginosus,Thermomyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,752,750,1,5,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCA_042186575.1,Thermomyces stellatus,Thermomyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,733,726,11,14,unique,soil_saprotroph,filamentous_mycelium
GCA_041956545.1,Thermothelomyces fergusii,Thermothelomyces,Chaetomiaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,714,713,20,24,unique,soil_saprotroph,filamentous_mycelium
GCF_042370625.1,Thermothelomyces heterothallicus,Thermothelomyces,Chaetomiaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,747,746,5,6,GCF_preferred_from_3,soil_saprotroph,filamentous_mycelium
GCA_041956445.1,Thermothelomyces myriococcoides,Thermothelomyces,Chaetomiaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,741,740,5,12,unique,soil_saprotroph,filamentous_mycelium
GCF_000226095.1,Thermothelomyces thermophilus,Thermothelomyces,Chaetomiaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,744,743,5,9,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCF_000226115.1,Thermothielavioides terrestris,Thermothielavioides,Chaetomiaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,747,745,4,7,GCF_preferred_from_3,,
GCA_000968615.1,Thielaviopsis punctulata,Thielaviopsis,Ceratocystidaceae,Microascales,Sordariomycetes,Ascomycota,Fungi,746,738,4,8,unique,plant_pathogen,filamentous_mycelium
GCA_027596035.1,Thoreauomyces humboldtii,Thoreauomyces,Powellomycetaceae,Spizellomycetales,Chytridiomycetes,Chytridiomycota,Fungi,661,632,36,61,unique,other,zoosporic
GCA_021432635.1,Thozetella sp. PMI_491,Thozetella,Chaetosphaeriaceae,Chaetosphaeriales,Sordariomycetes,Ascomycota,Fungi,741,735,1,16,unique,litter_saprotroph,filamentous_mycelium
GCF_004353045.1,Thyridium curvatum,Thyridium,Thyridiaceae,Thyridiales,Sordariomycetes,Ascomycota,Fungi,746,722,4,8,GCF_preferred_from_2,wood_saprotroph,filamentous_mycelium
GCA_027575765.1,Tieghemiomyces parasiticus,Tieghemiomyces,Dimargaritaceae,Dimargaritales,Dimargaritomycetes,Zoopagomycota,Fungi,660,158,25,73,unique,mycoparasite,filamentous_mycelium
GCA_905072865.1,Tilletia caries,Tilletia,Tilletiaceae,Tilletiales,Exobasidiomycetes,Basidiomycota,Fungi,635,633,42,81,GCA_only_from_5,plant_pathogen,yeast-like
GCA_030462695.1,Tilletia horrida,Tilletia,Tilletiaceae,Tilletiales,Exobasidiomycetes,Basidiomycota,Fungi,681,680,21,56,GCA_only_from_7,plant_pathogen,yeast-like
GCA_009428345.1,Tilletia indica,Tilletia,Tilletiaceae,Tilletiales,Exobasidiomycetes,Basidiomycota,Fungi,671,667,23,64,GCA_only_from_3,plant_pathogen,yeast-like
GCA_009428275.1,Tilletia laevis,Tilletia,Tilletiaceae,Tilletiales,Exobasidiomycetes,Basidiomycota,Fungi,623,622,48,87,GCA_only_from_4,plant_pathogen,yeast-like
GCA_001645055.2,Tilletia walkeri,Tilletia,Tilletiaceae,Tilletiales,Exobasidiomycetes,Basidiomycota,Fungi,671,668,25,62,GCA_only_from_2,plant_pathogen,yeast-like
GCF_003144115.1,Tilletiopsis washingtonensis,Tilletiopsis,Unknown,Entylomatales,Exobasidiomycetes,Basidiomycota,Fungi,663,663,26,69,GCF_preferred_from_2,plant_pathogen,filamentous_mycelium
GCA_015179035.1,Tirmania nivea,Tirmania,Pezizaceae,Pezizales,Pezizomycetes,Ascomycota,Fungi,746,731,4,8,unique,ectomycorrhizal,filamentous_mycelium
GCA_022813965.1,Toensbergia leucococca,Toensbergia,Sporastatiaceae,Rhizocarpales,Lecanoromycetes,Ascomycota,Fungi,744,741,4,10,unique,lichenized,thallus_photosynthetic
GCA_002901185.1,Tolypocladium capitatum,Tolypocladium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,740,737,9,9,unique,animal_parasite,filamentous_mycelium
GCA_001189435.1,Tolypocladium ophioglossoides,Tolypocladium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,749,740,3,6,unique,animal_parasite,filamentous_mycelium
GCA_002916505.1,Tolypocladium paradoxum,Tolypocladium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,732,729,11,15,unique,animal_parasite,filamentous_mycelium
GCA_001661475.1,Tortispora caseinolytica,Tortispora,Trigonopsidaceae,Trigonopsidales,Trigonopsidomycetes,Ascomycota,Fungi,698,697,21,39,unique,plant_pathogen,yeast-like
GCF_000243375.1,Torulaspora delbrueckii,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,747,745,0,11,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCF_014133895.1,Torulaspora globosa,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,741,740,1,16,GCF_preferred_from_3,nectar/tap_saprotroph,yeast-like
GCA_010583015.1,Tothia fuscella,Tothia,Cylindrosympodiaceae,Venturiales,Dothideomycetes,Ascomycota,Fungi,752,751,0,6,unique,wood_saprotroph,filamentous_mycelium
GCA_022385765.1,Trametes cingulata,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,734,732,9,15,unique,wood_saprotroph,filamentous_mycelium
GCA_000765035.1,Trametes cinnabarina,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,698,694,26,34,unique,wood_saprotroph,filamentous_mycelium
GCA_002092935.1,Trametes coccinea,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,723,721,13,22,unique,wood_saprotroph,filamentous_mycelium
GCA_029747595.1,Trametes cubensis,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,728,640,13,17,unique,wood_saprotroph,filamentous_mycelium
GCA_022606155.1,Trametes elegans,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,727,727,7,24,unique,wood_saprotroph,filamentous_mycelium
GCA_022606055.1,Trametes gibbosa,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,723,702,7,28,unique,wood_saprotroph,filamentous_mycelium
GCA_022606215.1,Trametes maxima,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,732,728,4,22,unique,wood_saprotroph,filamentous_mycelium
GCA_022606255.1,Trametes meyenii,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,727,723,7,24,unique,wood_saprotroph,filamentous_mycelium
GCA_022606195.1,Trametes polyzona,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,729,725,9,20,unique,wood_saprotroph,filamentous_mycelium
GCA_001895945.1,Trametes pubescens,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,713,709,15,30,unique,wood_saprotroph,filamentous_mycelium
GCA_025528855.1,Trametes punicea,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,735,730,4,19,unique,wood_saprotroph,filamentous_mycelium
GCA_025201895.1,Trametes sanguinea,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,725,724,14,19,GCA_only_from_2,wood_saprotroph,filamentous_mycelium
GCF_000271585.1,Trametes versicolor,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,727,725,11,20,GCF_preferred_from_3,wood_saprotroph,filamentous_mycelium
GCA_022385755.1,Trametopsis cervina,Trametopsis,Irpicaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,745,742,5,8,unique,wood_saprotroph,filamentous_mycelium
GCA_022813945.1,Trapelia coarctata,Trapelia,Trapeliaceae,Trapeliales,Lecanoromycetes,Ascomycota,Fungi,752,748,2,4,unique,lichenized,thallus_photosynthetic
GCF_010094035.1,Trematosphaeria pertusa,Trematosphaeria,Trematosphaeriaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,749,744,4,5,GCF_preferred_from_2,wood_saprotroph,filamentous_mycelium
GCF_000271645.1,Tremella mesenterica,Tremella,Tremellaceae,Tremellales,Tremellomycetes,Basidiomycota,Fungi,676,673,17,65,GCF_preferred_from_3,mycoparasite,yeast-like
GCA_904859935.1,Tremellales sp. Tagirdzhanova-0007,Unknown,Unknown,Tremellales,Tremellomycetes,Basidiomycota,Fungi,639,639,26,93,unique,,
GCA_035521475.1,Tremellales sp. Uapishka_1,Unknown,Unknown,Tremellales,Tremellomycetes,Basidiomycota,Fungi,674,673,21,63,unique,,
GCA_033296915.1,Triangularia setosa,Triangularia,Podosporaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,741,738,7,10,unique,soil_saprotroph,filamentous_mycelium
GCA_033296885.1,Triangularia verruculosa,Triangularia,Podosporaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,749,745,2,7,unique,soil_saprotroph,filamentous_mycelium
GCF_024521635.1,Tricharina praecox,Tricharina,Pyronemataceae,Pezizales,Pezizomycetes,Ascomycota,Fungi,730,712,7,21,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCA_033297235.1,Trichocladium antarcticum,Trichocladium,Chaetomiaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,746,743,1,11,unique,unspecified_saprotroph,filamentous_mycelium
GCA_010356995.1,Trichodelitschia bisporula,Trichodelitschia,Phaeotrichaceae,Phaeotrichales,Dothideomycetes,Ascomycota,Fungi,747,745,3,8,unique,other,filamentous_mycelium
GCF_033847375.1,Trichoderma aggressivum,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,752,750,0,6,GCF_preferred_from_2,mycoparasite,filamentous_mycelium
GCA_003012105.1,Trichoderma arundinaceum,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,744,741,6,8,unique,mycoparasite,filamentous_mycelium
GCA_021066465.1,Trichoderma asperelloides,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,748,746,4,6,unique,mycoparasite,filamentous_mycelium
GCF_003025105.1,Trichoderma asperellum,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,753,752,0,5,GCF_preferred_from_6,mycoparasite,filamentous_mycelium
GCF_000171015.1,Trichoderma atroviride,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,752,749,1,5,GCF_preferred_from_4,mycoparasite,filamentous_mycelium
GCF_028502605.1,Trichoderma breve,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,752,749,1,5,GCF_preferred_from_2,mycoparasite,filamentous_mycelium
GCF_003025115.1,Trichoderma citrinoviride,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,729,724,11,18,GCF_preferred_from_2,mycoparasite,filamentous_mycelium
GCF_001481775.2,Trichoderma gamsii,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,748,744,4,6,GCF_preferred_from_3,mycoparasite,filamentous_mycelium
GCA_020002365.1,Trichoderma gracile,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,751,749,0,7,unique,mycoparasite,filamentous_mycelium
GCA_002022785.1,Trichoderma guizhouense,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,750,747,2,6,unique,mycoparasite,filamentous_mycelium
GCF_003025095.1,Trichoderma harzianum,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,749,745,2,7,GCF_preferred_from_7,mycoparasite,filamentous_mycelium
GCA_011066345.1,Trichoderma lentiforme,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,750,745,2,6,unique,mycoparasite,filamentous_mycelium
